dod_occ_code,dod_occ_code_level,label,moc_code,moc_code_label,doc_occ_code_full,moc_code_status,start_date,end_date,not_in_veo
164,3,Aviation Ordinance,89A,Ammunition Stock Control and Accounting Specialist,164500,A,200704,999912,0
164,3,Aviation Ordinance,15Y,AH-64D Armament/Electrical/Avionics Systems Repairer,164600,A,200304,999912,0
164,3,Aviation Ordinance,45J,Aircraft Armament Repairman,164600,O,196505,197610,1
164,3,Aviation Ordinance,45M,Aircraft Armament Subsystem Mechanic,164600,O,196908,197610,1
164,3,Aviation Ordinance,68X,AH-64A Armament/Electrical Systems Repairer,164600,O,199904,200409,0
165,3,Auxiliaries,61C,Watercraft Engineer,165200,O,196505,198610,1
165,3,Auxiliaries,61E,Amphibian Engineer,165200,O,196602,197508,1
165,3,Auxiliaries,88L,Watercraft Engineer,165200,A,198610,999912,0
166,3,Electric Power,52D,Power-Generation Equipment Repairer,166200,O,196505,200910,0
166,3,Electric Power,52H,Nuclear Power Plant Mechanic/Operator,166100,O,196505,197710,1
166,3,Electric Power,52J,Nuclear Power Plant Electrician/Operator,166100,O,196505,197710,1
166,3,Electric Power,52K,Nuclear Power Plant Instrumentman/Operator,166100,O,196505,197710,1
166,3,Electric Power,52L,Nuclear Power Plant Process Control Specialist/Operator,166100,O,196505,197710,1
166,3,Electric Power,52M,Nuclear Power Plant Chief,166100,O,196505,197710,1
166,3,Electric Power,21P,Prime Power Production Specialist,166200,O,200309,201010,0
166,3,Electric Power,52B,Power Generation Equipment Operator/Mechanic,166200,O,196505,197710,1
166,3,Electric Power,52E,Prime Power Production Specialist,166200,O,196505,200309,0
166,3,Electric Power,52F,Turbine Engine Driven Generator Repairer,166200,O,199205,199804,1
166,3,Electric Power,65C,Diesel-Electric Locomotive Repairman,166200,O,196505,197508,1
166,3,Electric Power,65F,Locomotive Electrician (RC),166200,O,196602,198610,1
166,3,Electric Power,88S,Locomotive Electrician (RC),166200,O,198610,199404,1
166,3,Electric Power,91D,Tactical Power Generation Specialist,166200,A,200904,999912,0
166,3,Electric Power,12P,Prime Power Production Specialist,166200,A,201004,999912,0
169,3,"Other Mechanical and Electrical Equipment, General",63J,Quartermaster and Chemical Equipment Repairer,169000,O,196603,200910,0
169,3,"Other Mechanical and Electrical Equipment, General",41K,Reproduction Equipment Repair Specialist,169000,O,196505,198010,1
169,3,"Other Mechanical and Electrical Equipment, General",54D,Chemical Equipment Repairer,169000,O,196505,198004,1
169,3,"Other Mechanical and Electrical Equipment, General",63K,QM Heavy Equipment Repairman,169000,O,196601,197503,1
169,3,"Other Mechanical and Electrical Equipment, General",65B,Locomotive Repairer (RC),169000,O,196505,198610,1
169,3,"Other Mechanical and Electrical Equipment, General",65D,Railway Car Repairer (RC),169000,O,196505,198610,1
169,3,"Other Mechanical and Electrical Equipment, General",65E,Airbrake Repairer (RC),169000,O,196704,198610,1
169,3,"Other Mechanical and Electrical Equipment, General",88P,Railway Equipment Repairer (RC),169000,O,199904,201610,0
169,3,"Other Mechanical and Electrical Equipment, General",88Q,Railway Car Repairer (RC),169000,O,198610,199404,1
169,3,"Other Mechanical and Electrical Equipment, General",88R,Airbrake Repairer (RC),169000,O,198610,199404,1
169,3,"Other Mechanical and Electrical Equipment, General",91J,Quartermaster and Chemical Equipment Repairer,169000,A,200904,999912,0
17X,2,Craftsworkers,See below,See below,See below,See below,See below,See below,
170,3,Metal Body Repair,44B,Metal Worker,170400,O,196505,200910,0
170,3,Metal Body Repair,44E,Machinist,170200,O,196505,200910,0
170,3,Metal Body Repair,91W,Metal Worker,170400,O,200904,201010,0
170,3,Metal Body Repair,44A,Metalworking Apprentice,170000,O,196505,197410,1
170,3,Metal Body Repair,44C,Welder,170100,O,196505,197506,1
170,3,Metal Body Repair,91E,Allied Trades Specialist,170200,A,200904,999912,0
170,3,Metal Body Repair,61F,Marine Hull Repairer,170400,O,197210,198212,1
171,3,Construction Equipment Operation,21E,Construction Equipment Operator,171300,O,200309,201010,0
171,3,Construction Equipment Operation,21F,Crane Operator,171300,O,200309,200610,0
171,3,Construction Equipment Operation,21J,General Construction Equipment Operator,171300,O,200309,200810,0
171,3,Construction Equipment Operation,51B,Carpentry & Masonry Specialist,171200,O,196505,200409,0
171,3,Construction Equipment Operation,51H,Construction Engineering Supervisor,171000,O,196505,200409,0
171,3,Construction Equipment Operation,51Z,General Engineering Supervisor,171000,O,197710,200409,0
171,3,Construction Equipment Operation,62E,Heavy Construction Equipment Operator,171300,O,196505,200409,0
171,3,Construction Equipment Operation,62F,Crane Operator,171300,O,196505,200409,0
171,3,Construction Equipment Operation,62G,Quarrying Specialist (RC),171300,O,196505,200409,0
171,3,Construction Equipment Operation,62H,Concrete & Asphalt Equipment Operator,171300,O,199904,200409,0
171,3,Construction Equipment Operation,62J,General Construction Equipment Operator,171300,O,196803,200409,0
171,3,Construction Equipment Operation,62N,Construction Equipment Supervisor,171300,O,196803,200409,0
171,3,Construction Equipment Operation,21H,Construction Engineering Supervisor,171000,O,200309,201010,0
171,3,Construction Equipment Operation,21X,General Engineering Supervisor,171000,O,200309,201010,0
171,3,Construction Equipment Operation,51A,Construction & Utilities Worker,171000,O,196505,197710,1
171,3,Construction Equipment Operation,51C,Structures Specialist,171000,O,196505,198610,1
171,3,Construction Equipment Operation,51D,Mason,171000,O,196505,197710,1
171,3,Construction Equipment Operation,51F,Pipeline Specialist,171000,O,196505,197710,1
171,3,Construction Equipment Operation,57D,Sawyer,171000,O,196505,197709,1
171,3,Construction Equipment Operation,12H,Construction Engineering Supervisor,171000,A,201004,999912,0
171,3,Construction Equipment Operation,12X,General Engineering Supervisor,171000,A,201004,999912,0
171,3,Construction Equipment Operation,21W,Carpentry and Masonry Specialist,171200,O,200309,201010,0
171,3,Construction Equipment Operation,12W,Carpentry and Masonry Specialist,171200,A,201004,999912,0
171,3,Construction Equipment Operation,21G,Quarrying Specialist (RC),171300,O,200309,201010,0
171,3,Construction Equipment Operation,21N,Construction Equipment Supervisor,171300,O,200309,201010,0
171,3,Construction Equipment Operation,21V,Concrete and Asphalt Equipment Operator,171300,O,200309,201010,0
171,3,Construction Equipment Operation,62D,Asphalt Equipment Operator,171300,O,196505,197710,1
171,3,Construction Equipment Operation,62K,Grader Operator,171300,O,196803,197710,1
171,3,Construction Equipment Operation,62L,Wheeled Tractor Operator,171300,O,196803,197710,1
171,3,Construction Equipment Operation,62M,Rough Terrain Forklift & Loader Operator,171300,O,196803,197710,1
171,3,Construction Equipment Operation,12G,Quarrying Specialist (RC),171300,A,201004,999912,0
171,3,Construction Equipment Operation,12N,Horizontal Construction Engineer,171300,A,201004,999912,0
171,3,Construction Equipment Operation,12V,Concrete and Asphalt Equipment Operator,171300,A,201004,999912,0
172,3,"Utilities, General",21Q,Powerline Distribution Specialist (RC),172100,O,200309,201010,0
172,3,"Utilities, General",51K,Plumber,172000,O,198010,200409,0
172,3,"Utilities, General",51R,Interior Electrician,172100,O,197105,200409,0
172,3,"Utilities, General",52C,Utilities Equipment Repairer,172000,O,196505,200910,0
172,3,"Utilities, General",52G,Transmission & Distribution Specialist (RC),172100,O,199205,200409,0
172,3,"Utilities, General",77W,Water Treatment Specialist,172000,O,198610,200409,0
172,3,"Utilities, General",21K,Plumber,172000,O,200309,201010,0
172,3,"Utilities, General",51J,Heating & Ventilating Specialist,172000,O,196505,197710,1
172,3,"Utilities, General",51L,Heating & Cooling Specialist,172000,O,196505,197710,1
172,3,"Utilities, General",51N,Water Treatment & Plumbing Systems Specialist,172000,O,196505,198604,1
172,3,"Utilities, General",51P,Utilities Engineering Supervisor,172000,O,196505,198010,1
172,3,"Utilities, General",92W,Water Treatment Specialist,172000,A,200309,999912,0
172,3,"Utilities, General",91C,Utilities Equipment Repairer,172000,A,200904,999912,0
172,3,"Utilities, General",12K,Plumber,172000,A,201004,999912,0
172,3,"Utilities, General",21R,Interior Electrician,172100,O,200309,201010,0
172,3,"Utilities, General",12Q,Powerline Distribution Specialist (RC),172100,A,201004,999912,0
172,3,"Utilities, General",12R,Interior Electrician,172100,A,201004,999912,0
174,3,"Lithography, General",21L,Lithographer,174000,O,200309,200810,0
174,3,"Lithography, General",81L,Lithographer,174000,O,199510,200409,0
174,3,"Lithography, General",83F,Printing and Bindery Specialist,174000,O,196505,199510,1
174,3,"Lithography, General",83D,Process Photographer,174000,O,196505,197610,1
174,3,"Lithography, General",83E,Photo & Layout Specialist,174000,O,196505,199510,1
174,3,"Lithography, General",83Z,Photolithography Chief,174000,O,196505,197610,1
176,3,"Fabric, Leather, and Rubber, General",43M,Fabric Repair Specialist,176000,O,196601,200104,0
176,3,"Fabric, Leather, and Rubber, General",43J,Textile Repairman,176000,O,196601,197508,1
176,3,"Fabric, Leather, and Rubber, General",43K,Canvas Repairman,176000,O,196601,197508,1
18X,2,Service and Supply Handlers,See below,See below,See below,See below,See below,See below,
180,3,"Food Service, General",00J,Club/Community Activities Manager,180000,O,197101,198909,1
180,3,"Food Service, General",92G,Culinary Specialist,180000,A,199904,999912,0
180,3,"Food Service, General",94A,Food Service Helper,180000,O,196505,197405,1
180,3,"Food Service, General",94B,Food Service Specialist,180000,O,196505,199510,1
180,3,"Food Service, General",94D,Baker,180000,O,196505,197604,1
180,3,"Food Service, General",94Z,Food Service Supervisor,180000,O,196602,197604,1
180,3,"Food Service, General",00H,Enlisted Aide,180100,O,196908,197604,1
181,3,Motor Vehicle Operators,88X,Railway Senior Sergeant (RC),181200,O,198610,200509,0
181,3,Motor Vehicle Operators,64C,Motor Transport Operator,181100,O,196505,198609,1
181,3,Motor Vehicle Operators,64Z,Transportation Senior Sergeant,181100,O,197508,198610,1
181,3,Motor Vehicle Operators,88M,Motor Transport Operator,181100,A,198610,999912,0
181,3,Motor Vehicle Operators,88Z,Transportation Senior Sergeant,181100,A,198610,999912,0
181,3,Motor Vehicle Operators,65H,Locomotive Operator (RC),181200,O,196704,198610,1
181,3,Motor Vehicle Operators,65J,Train Crewmember (RC),181200,O,196704,198610,1
181,3,Motor Vehicle Operators,65Z,Railway Senior Sergeant (RC),181200,O,196704,198610,1
181,3,Motor Vehicle Operators,88U,Railway Specialist (USAR only),181200,A,199904,999912,0
181,3,Motor Vehicle Operators,88V,Train Crewmember (RC),181200,O,198610,199404,1
182,3,Missile Fuel and Petroleum,77F,Petroleum Supply Specialist,182100,O,198604,200409,0
182,3,Missile Fuel and Petroleum,76W,Petroleum Supply Specialist,182100,O,196704,198604,1
182,3,Missile Fuel and Petroleum,92F,Petroleum Supply Specialist,182100,A,200309,999912,0
182,3,Missile Fuel and Petroleum,57H,Cargo Specialist,182200,O,196704,198610,1
182,3,Missile Fuel and Petroleum,88H,Cargo Specialist,182200,A,198610,999912,0
183,3,"Law Enforcement, General",95B,Military Police,183000,O,196505,200409,0
183,3,"Law Enforcement, General",95C,Internment/Resettlement Specialist,183100,O,199904,200409,0
183,3,"Law Enforcement, General",95D,CID Special Agent,183200,O,196505,200409,0
183,3,"Law Enforcement, General",31Z,Senior Military Police Sergeant,183000,A,201810,999912,0
183,3,"Law Enforcement, General",00C,Dog Trainer,183000,O,196505,197710,1
183,3,"Law Enforcement, General",31B,Military Police,183000,A,200309,999912,0
183,3,"Law Enforcement, General",31K,Military Working Dog (MWD) Handler,183000,A,201110,999912,0
183,3,"Law Enforcement, General",31E,Corrections and Detention Specialist,183100,A,200309,999912,0
183,3,"Law Enforcement, General",31D,CID Special Agent,183200,A,200309,999912,0
184,3,"Laundry and Personal Service, General",57E,Laundry & Bath Specialist,184000,O,196505,200104,0
184,3,"Laundry and Personal Service, General",92S,Shower and Laundry Specialist,184000,A,200504,999912,0
186,3,"Forward Area Equipment Support, General",15A,Aviation Life Support Systems Repairer,186000,O,200710,200908,0
186,3,"Forward Area Equipment Support, General",43E,Parachute Rigger,186000,O,196505,199510,1
186,3,"Forward Area Equipment Support, General",92R,Parachute Rigger,186000,A,199904,999912,0
