cohort,cohort_years,dod_occ_code_level,dod_occ_code,ind_level,industry,y1_emp,y5_emp,y10_emp,y1_nonemp,y5_nonemp,y10_nonemp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings,status_y1_emp,status_y5_emp,status_y10_emp,status_y1_nonemp,status_y5_nonemp,status_y10_nonemp,status_y1_earn,status_y5_earn,status_y10_earn
2008,8,2,16X,S,42,1247,550,,414,78,,26390,35100,,36510,47290,,48080,61660,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,44-45,1925,717,,2770,410,,17950,20980,,23350,29510,,32560,42290,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,48-49,2193,846,,879,162,,28770,33310,,41910,49000,,61730,65050,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,51,284,141,,110,,,27550,34570,,38910,45790,,61230,62700,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,16X,S,52,164,96,,85,,,21550,24160,,31560,37780,,45650,54280,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,16X,S,53,418,145,,195,,,24490,29860,,35460,40390,,46310,55990,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,16X,S,54,1983,775,,517,114,,41850,43410,,59470,60800,,83740,85910,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,55,172,95,,94,,,25800,33000,,43240,50090,,64390,72820,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,16X,S,56,2211,784,,2193,450,,21560,24160,,30550,35600,,47220,54510,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,61,385,281,,284,98,,28790,30250,,45990,45600,,65980,57200,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,62,362,354,,347,108,,19660,24810,,26440,34860,,36760,53600,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,71,135,68,,235,,,18490,19000,,25090,27050,,34760,37300,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,16X,S,72,369,164,,1079,228,,17000,17470,,21140,23270,,29880,33140,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,81,805,302,,540,97,,23130,27830,,33510,39650,,49100,53280,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,92,760,428,,271,78,,25830,34790,,33470,41500,,40350,53780,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,99,1200,1082,,208,53,,36410,43370,,48080,55100,,60680,69480,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,16X,S,UN,,,,13210,3553,,,,,,,,,,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,17X,S,11,,,,,,,,,,,,,,,,5,5,-1,5,5,-1,5,5,-1
2008,8,2,17X,S,21,107,,,,,,37120,,,54220,,,70150,,,1,5,-1,5,5,-1,1,5,-1
2008,8,2,17X,S,22,,,,,,,,,,,,,,,,5,5,-1,5,5,-1,5,5,-1
2008,8,2,17X,S,23,580,179,,277,,,23260,31670,,32140,43700,,44110,59160,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,17X,S,31-33,497,235,,167,,,24840,31700,,33660,41890,,44120,53950,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,17X,S,42,178,86,,86,,,23310,27740,,31160,36980,,41730,47600,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,17X,S,44-45,315,131,,524,93,,17170,19510,,22120,26350,,32590,35850,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,17X,S,48-49,285,79,,152,,,22270,32720,,29620,44300,,41320,59920,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,17X,S,51,,,,,,,,,,,,,,,,5,5,-1,5,5,-1,5,5,-1
2008,8,2,17X,S,52,,,,,,,,,,,,,,,,5,5,-1,5,5,-1,5,5,-1
2008,8,2,17X,S,53,51,,,,,,22790,,,33350,,,40420,,,1,5,-1,5,5,-1,1,5,-1
2008,8,2,17X,S,54,201,100,,80,,,29020,37660,,48790,52620,,82350,73810,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,17X,S,55,,,,,,,,,,,,,,,,5,5,-1,5,5,-1,5,5,-1
2008,8,2,17X,S,56,471,177,,583,104,,18760,22030,,25760,32800,,36290,49240,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,17X,S,61,88,,,53,,,19950,,,28830,,,44000,,,1,5,-1,1,5,-1,1,5,-1
2008,8,2,17X,S,62,76,99,,105,,,17660,22380,,22710,32900,,35890,42690,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,17X,S,71,,,,57,,,,,,,,,,,,5,5,-1,1,5,-1,5,5,-1
2008,8,2,17X,S,72,91,,,257,70,,16580,,,19710,,,28950,,,1,5,-1,1,1,-1,1,5,-1
2008,8,2,17X,S,81,82,,,75,,,21510,,,32020,,,45310,,,1,5,-1,1,5,-1,1,5,-1
2008,8,2,17X,S,92,204,107,,76,,,27040,31230,,33140,40320,,40950,49740,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,17X,S,99,259,237,,,,,33070,40630,,44220,50370,,55930,61490,,1,1,-1,5,5,-1,1,1,-1
2008,8,2,17X,S,UN,,,,3281,877,,,,,,,,,,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,11,73,,,77,,,22560,,,30830,,,41610,,,1,5,-1,1,5,-1,1,5,-1
2008,8,2,18X,S,21,430,142,,90,,,37740,46060,,55190,69870,,73810,100000,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,18X,S,22,91,63,,,,,28390,47860,,47090,58090,,62580,78970,,1,1,-1,5,5,-1,1,1,-1
2008,8,2,18X,S,23,1056,411,,675,138,,22060,26190,,31180,37160,,42780,51790,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,31-33,1562,736,,681,135,,23610,30050,,31980,39740,,43240,54490,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,42,801,348,,368,76,,23540,29780,,33320,40800,,44060,53820,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,44-45,1600,627,,3070,481,,18180,20480,,23350,27380,,32420,38460,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,48-49,1711,566,,1083,207,,21900,27630,,30250,39190,,42920,50480,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,51,201,107,,148,,,26280,30280,,35650,44790,,49240,57800,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,18X,S,52,245,141,,143,,,19800,25500,,30250,36370,,40770,47800,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,18X,S,53,213,84,,229,50,,21210,23020,,28700,32020,,38790,40180,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,54,933,441,,452,123,,32300,35750,,50540,54430,,76100,86880,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,55,152,75,,115,,,21860,25830,,30740,43530,,47090,64940,,1,1,-1,1,5,-1,1,1,-1
2008,8,2,18X,S,56,2747,898,,3071,568,,19750,23040,,26950,32320,,40110,47800,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,61,372,237,,415,121,,21500,24610,,34330,37740,,50370,52990,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,62,666,493,,770,208,,19430,22470,,26210,30010,,35160,41200,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,71,218,100,,369,68,,18120,23330,,23360,30450,,32800,46060,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,72,862,362,,2010,387,,17120,17970,,21770,24780,,30720,35540,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,81,325,148,,360,112,,20990,23490,,30370,31460,,40140,45550,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,92,1604,848,,508,111,,26440,33620,,34110,41770,,42180,55160,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,99,1963,1523,,304,98,,33240,40150,,42040,49660,,53290,64970,,1,1,-1,1,1,-1,1,1,-1
2008,8,2,18X,S,UN,,,,16900,4183,,,,,,,,,,,1,1,-1,1,1,-1,1,1,-1
