cohort,cohort_years,geo_level,geography,y1_emp,y5_emp,y10_emp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings,status_y1_emp,status_y5_emp,status_y10_emp,status_y1_earn,status_y5_earn,status_y10_earn,y1_nonemp,y5_nonemp,y10_nonemp,status_y1_nonemp,status_y5_nonemp,status_y10_nonemp
2010,2,S,15,220,133,,28780,31340,,48120,52170,,77250,73640,,1,1,-1,1,1,-1,,,,,,
2010,2,S,16,104,107,,20770,22270,,27980,31460,,35600,40370,,1,1,-1,1,1,-1,,,,,,
2010,2,S,17,645,621,,21570,27500,,30860,40620,,46150,62040,,1,1,-1,1,1,-1,,,,,,
2010,2,S,18,480,426,,20840,29190,,29130,39460,,39100,52420,,1,1,-1,1,1,-1,,,,,,
2010,2,S,19,275,195,,22740,26720,,32450,38050,,44080,52430,,1,1,-1,1,1,-1,,,,,,
2010,2,S,20,592,357,,23020,28270,,33270,39720,,46590,53700,,1,1,-1,1,1,-1,,,,,,
2010,2,S,21,818,550,,27460,32850,,40050,46320,,59480,64340,,1,1,-1,1,1,-1,,,,,,
2010,2,S,22,487,338,,23490,29700,,34620,45030,,51430,60360,,1,1,-1,1,1,-1,,,,,,
2010,2,S,23,110,111,,17730,22600,,22830,34690,,34860,48400,,1,1,-1,1,1,-1,,,,,,
2010,2,S,24,910,492,,41510,41980,,73610,66190,,103600,99490,,1,1,-1,1,1,-1,,,,,,
2010,2,S,25,214,235,,21050,32410,,31940,48220,,50970,66100,,1,1,-1,1,1,-1,,,,,,
2010,2,S,26,469,456,,21020,26760,,30330,39230,,43420,57800,,1,1,-1,1,1,-1,,,,,,
2010,2,S,27,219,265,,19020,27360,,26720,37820,,38190,54100,,1,1,-1,1,1,-1,,,,,,
2010,2,S,28,204,122,,25510,24900,,37850,36290,,61400,53400,,1,1,-1,1,1,-1,,,,,,
2010,2,S,29,699,491,,22180,25940,,31360,37690,,45660,54530,,1,1,-1,1,1,-1,,,,,,
2010,2,S,30,87,116,,18240,24300,,24350,36980,,33850,55120,,1,1,-1,1,1,-1,,,,,,
2010,2,S,31,188,153,,20460,26530,,28670,38530,,39220,50020,,1,1,-1,1,1,-1,,,,,,
2010,2,S,32,273,193,,22930,27430,,33210,39730,,48400,54490,,1,1,-1,1,1,-1,,,,,,
2010,2,S,33,70,70,,19180,28110,,24730,48620,,39880,63700,,1,1,-1,1,1,-1,,,,,,
2010,2,S,34,184,193,,25920,29900,,41460,47010,,59510,65350,,1,1,-1,1,1,-1,,,,,,
2010,2,S,35,176,163,,23550,25800,,35840,42640,,51720,67860,,1,1,-1,1,1,-1,,,,,,
2010,2,S,36,719,693,,22340,29320,,32150,43250,,49340,61460,,1,1,-1,1,1,-1,,,,,,
2010,2,S,37,1407,935,,26300,31040,,40830,43640,,63880,61300,,1,1,-1,1,1,-1,,,,,,
2010,2,S,38,153,105,,29850,33350,,43830,55530,,71250,82350,,1,1,-1,1,1,-1,,,,,,
2010,2,S,39,625,653,,20290,27060,,27640,38870,,38770,54000,,1,1,-1,1,1,-1,,,,,,
2010,2,S,40,746,448,,22700,29450,,34020,40180,,51520,57360,,1,1,-1,1,1,-1,,,,,,
2010,2,S,41,219,282,,19690,25620,,27430,35600,,39420,52050,,1,1,-1,1,1,-1,,,,,,
2010,2,S,42,579,612,,22820,30220,,34000,42880,,49930,59100,,1,1,-1,1,1,-1,,,,,,
2010,2,S,44,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2010,2,S,45,549,377,,23940,27990,,33850,39520,,51890,52360,,1,1,-1,1,1,-1,,,,,,
2010,2,S,46,80,56,,20340,30620,,28110,39280,,36200,50370,,1,1,-1,1,1,-1,,,,,,
2010,2,S,47,773,552,,21480,27300,,29570,37650,,45530,50820,,1,1,-1,1,1,-1,,,,,,
2010,2,S,48,5154,3657,,24280,31370,,36870,45610,,56610,63690,,1,1,-1,1,1,-1,,,,,,
2010,2,S,49,214,143,,22770,27340,,32420,39180,,51170,58510,,1,1,-1,1,1,-1,,,,,,
2010,2,S,50,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2010,2,S,51,2648,1307,,44540,43120,,76620,68050,,116500,100300,,1,1,-1,1,1,-1,,,,,,
2010,2,S,53,988,780,,24600,32890,,36380,45790,,57320,65920,,1,1,-1,1,1,-1,,,,,,
2010,2,S,54,140,106,,23640,26200,,35370,39730,,50370,52890,,1,1,-1,1,1,-1,,,,,,
2010,2,S,55,370,354,,20240,27030,,27360,39750,,37210,52920,,1,1,-1,1,1,-1,,,,,,
2010,2,S,56,107,70,,26320,27280,,41550,41140,,61060,58560,,1,1,-1,1,1,-1,,,,,,
2012,2,S,01,936,,,21210,,,32390,,,48670,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,02,482,,,26820,,,41010,,,56280,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,04,1061,,,21100,,,30960,,,46530,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,05,386,,,19670,,,27720,,,37960,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,06,1922,,,20700,,,29450,,,43980,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,08,1519,,,21530,,,32230,,,47720,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,09,139,,,23940,,,36340,,,54420,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,10,74,,,23450,,,38380,,,64940,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,11,255,,,42530,,,62840,,,81090,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,12,2273,,,19790,,,27580,,,41650,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,13,2269,,,21760,,,30230,,,44080,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,15,203,,,23790,,,36750,,,56870,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,16,210,,,19690,,,27280,,,36870,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,17,921,,,20150,,,28800,,,42440,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,18,893,,,21380,,,29830,,,39560,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,19,394,,,22120,,,30560,,,39990,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,20,853,,,22130,,,30400,,,40010,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,21,999,,,22240,,,32180,,,44610,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,22,757,,,22820,,,34550,,,51160,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,23,182,,,19270,,,27470,,,36970,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,24,904,,,31160,,,52950,,,82720,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,25,402,,,22820,,,33030,,,49350,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,26,927,,,20550,,,28530,,,39870,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,27,430,,,19540,,,28320,,,39940,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,28,270,,,21270,,,30770,,,41910,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,29,989,,,20730,,,28600,,,38660,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,30,161,,,20140,,,27480,,,38510,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,31,382,,,22240,,,30410,,,40050,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,32,434,,,22260,,,31360,,,44410,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,33,136,,,20970,,,30200,,,40820,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,34,327,,,19940,,,30500,,,47810,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,35,313,,,22750,,,34310,,,53600,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,36,1099,,,20280,,,29760,,,42600,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,37,1888,,,21850,,,31880,,,47680,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,38,286,,,31460,,,48810,,,77930,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,39,1262,,,20460,,,28470,,,39750,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,40,1132,,,22530,,,31930,,,45000,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,41,391,,,20820,,,28740,,,39380,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,42,942,,,21630,,,31220,,,44680,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,44,63,,,19730,,,30020,,,42670,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,45,824,,,22000,,,30740,,,42010,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,46,100,,,20570,,,27690,,,37890,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,47,1327,,,21380,,,29150,,,39710,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,48,7652,,,23830,,,35700,,,52480,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,49,338,,,21180,,,29680,,,41350,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,50,,,,,,,,,,,,,5,-1,-1,5,-1,-1,,,,,,
2012,2,S,51,2518,,,30240,,,50810,,,85780,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,53,1615,,,22060,,,32230,,,45770,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,54,219,,,22250,,,32230,,,47810,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,55,628,,,19770,,,27210,,,37460,,,1,-1,-1,1,-1,-1,,,,,,
2012,2,S,56,182,,,27070,,,41360,,,59040,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,01,409,,,22800,,,32080,,,44770,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,02,288,,,28110,,,40180,,,55870,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,04,627,,,20530,,,30780,,,42360,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,05,202,,,19290,,,25660,,,40290,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,06,1276,,,21630,,,32740,,,49490,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,08,973,,,23410,,,34790,,,47760,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,09,100,,,21790,,,34000,,,50370,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,10,,,,,,,,,,,,,5,-1,-1,5,-1,-1,,,,,,
2014,2,S,11,119,,,35720,,,53030,,,73970,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,12,1315,,,19760,,,27520,,,39230,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,13,1298,,,22140,,,32580,,,44650,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,15,152,,,19640,,,32830,,,55620,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,16,154,,,21180,,,29150,,,37330,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,17,522,,,20990,,,29720,,,41650,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,18,479,,,23350,,,31980,,,42020,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,19,223,,,22660,,,33890,,,44750,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,20,486,,,21740,,,30850,,,40720,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,21,555,,,24310,,,34670,,,48660,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,22,366,,,23610,,,32250,,,46060,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,23,97,,,20780,,,28280,,,42810,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,24,440,,,33590,,,48580,,,72860,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,25,247,,,24070,,,35530,,,52010,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,26,525,,,21420,,,30760,,,41890,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,27,226,,,23390,,,33390,,,43170,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,28,125,,,20900,,,30680,,,39640,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,29,533,,,22430,,,29950,,,39960,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,30,83,,,18680,,,27140,,,34690,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,31,188,,,22070,,,31000,,,40180,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,32,272,,,19820,,,29480,,,42090,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,33,84,,,22740,,,34000,,,47290,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,34,198,,,20870,,,29780,,,46810,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,35,189,,,23350,,,33270,,,47810,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,36,606,,,21610,,,30570,,,45070,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,37,1150,,,22660,,,33140,,,47480,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,38,106,,,30980,,,50980,,,71840,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,39,757,,,22880,,,31100,,,43270,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,40,482,,,22520,,,31830,,,44840,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,41,264,,,20650,,,31460,,,42910,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,42,529,,,23840,,,34040,,,47520,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,44,,,,,,,,,,,,,5,-1,-1,5,-1,-1,,,,,,
2014,2,S,45,437,,,23480,,,32680,,,42920,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,46,58,,,22330,,,31120,,,39280,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,47,736,,,21340,,,30810,,,40890,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,48,3770,,,23940,,,35210,,,50540,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,49,198,,,22480,,,32020,,,46060,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,50,,,,,,,,,,,,,5,-1,-1,5,-1,-1,,,,,,
2014,2,S,51,976,,,29070,,,46710,,,71370,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,53,1196,,,23440,,,33500,,,47080,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,54,92,,,20920,,,29780,,,44590,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,55,352,,,22710,,,31560,,,41540,,,1,-1,-1,1,-1,-1,,,,,,
2014,2,S,56,74,,,28110,,,46750,,,56580,,,1,-1,-1,1,-1,-1,,,,,,
